Index,First Name,Last Name,Company,City,Country,Age,Annual_Income,Spending_Score,Years_as_Customer,Num_Purchases,Avg_Purchase_Value,Num_Complaints,Email_Opens_Rate,Website_Visits_Per_Month,Has_Mobile_App,Preferred_Channel,Region,CLV,Churn
181,Lydia,Ponce,Fitzgerald Inc,New Eduardo,Mongolia,62,54344.93,69,2,24,13.15,2,0.0753,14,1,Online,North,3208.41,0
182,Sherri,Bradshaw,"Ramos, Suarez and Jacobs",Dariusview,Kuwait,23,44131.5,3,9,21,220.47,0,0.1325,7,1,Online,East,3831.81,0
183,Alejandra,Lowe,Benjamin Group,East Petermouth,Western Sahara,45,40743.08,87,9,27,149.21,1,0.2957,7,1,Phone,North,4812.19,0
184,Raymond,Bernard,Odom-Hull,Lake Karlaburgh,Burkina Faso,45,57128.6,90,6,21,669.69,1,0.2521,9,0,Online,North,3904.29,0
185,Patricia,Moss,Acevedo-Rasmussen,North Stacey,Belarus,61,49900.46,37,11,21,63.31,3,0.2367,3,1,Store,West,4600.71,1
186,Hector,Meyers,Hanna-Ortiz,New Mario,Tanzania,61,85079.86,88,6,20,10.0,1,0.0976,4,0,Store,North,4348.4,0
187,Pedro,Zhang,Conway-Stewart,Jacobmouth,Kazakhstan,37,15000.0,49,8,29,198.84,1,0.4519,6,1,Online,North,4295.53,0
188,Marco,Donaldson,Wagner and Sons,West Aprilberg,Canada,47,76830.14,19,6,18,110.64,0,0.0353,7,0,Online,North,2487.77,0
189,Shannon,Yoder,Whitney Ltd,Jofort,Nepal,28,79921.7,89,1,26,35.97,2,0.5667,10,1,Online,South,3501.93,0
190,Brian,Downs,Ramirez-Thompson,New Anitafurt,Kazakhstan,45,15000.0,85,4,26,228.3,0,0.4053,7,0,Online,West,3205.63,0
191,Dillon,Cooley,Luna and Sons,Port Micheleville,Ireland,42,48146.25,12,13,20,34.18,3,0.1663,12,1,Online,West,4617.62,0
192,Joyce,Chaney,"Stanton, Lane and Schmitt",North Francis,Luxembourg,56,47571.18,61,7,22,45.3,0,0.3111,10,0,Online,North,3864.56,0
193,Angelica,Schaefer,"Jackson, Gibbs and Parker",Lake Sydney,Sudan,50,26849.77,41,13,22,14.56,1,0.6108,5,1,Store,South,5051.86,0
194,Marcia,Horton,"Carter, Ford and Matthews",West Kendra,Kiribati,18,39443.67,33,13,25,76.48,2,0.3704,3,0,Phone,North,4473.59,0
195,Sydney,Barr,Weiss LLC,East Courtneyview,Micronesia,44,32788.48,50,2,19,81.43,4,0.2622,12,0,Store,West,1956.06,1
196,Jay,Hodge,Wolf Ltd,South Rebekah,Guernsey,69,90045.41,68,9,22,108.41,1,0.654,9,0,Store,West,4895.85,0
197,Angela,Jackson,"Reynolds, Patel and Rush",Reynoldsborough,Congo,30,73713.57,71,8,17,185.15,4,0.5216,7,1,Online,West,4127.03,1
198,Bethany,Barrera,"Swanson, Figueroa and Heath",Vickietown,South Georgia and the South Sandwich Islands,58,80431.1,86,8,21,354.83,0,0.3443,13,0,Online,West,4200.81,0
199,Cindy,Valenzuela,Rojas LLC,Maychester,Chile,20,69433.44,33,7,25,22.23,1,0.2199,9,0,Online,South,2833.53,1
200,Christine,Camacho,Pace and Sons,South Daveville,Yemen,56,32418.96,81,4,22,10.0,2,0.0533,12,0,Online,East,2793.73,1
201,Tyrone,Hendrix,"Small, Osborne and Rojas",East Wayne,Vanuatu,23,44509.59,24,2,19,10.0,0,0.1854,9,1,Store,East,2456.41,1
202,Roy,Gould,Beasley Ltd,Jackberg,Montserrat,25,64787.49,61,3,18,23.26,1,0.1131,9,0,Phone,South,2499.94,0
203,Matthew,Mann,"Benton, Flowers and Snow",Aguirrebury,Papua New Guinea,44,30557.44,61,12,17,160.92,3,0.086,9,0,Online,North,4126.24,1
204,Taylor,Torres,"Gamble, Cooke and Lewis",Port Roberto,British Virgin Islands,26,69259.97,98,6,30,195.0,0,0.2249,3,1,Online,West,4794.44,0
205,Hannah,Waller,Glenn and Sons,Fritzbury,Turkmenistan,54,50193.49,28,12,29,231.62,1,0.4095,2,1,Online,West,4951.75,1
206,Randy,Cannon,Le PLC,South Nancy,French Southern Territories,50,47503.58,58,12,22,41.9,1,0.137,8,0,Online,West,4346.72,0
207,Adrienne,Hunter,Escobar-Cannon,Lake Glennside,Kazakhstan,68,69219.2,43,5,25,54.77,3,0.2539,4,1,Store,South,4067.27,0
208,Raven,Weaver,Bray PLC,Adamsfurt,Gibraltar,59,63885.27,41,12,22,99.0,1,0.3529,15,0,Store,South,4274.27,0
209,Isaac,Murillo,Conrad Inc,Port Ryan,Romania,61,47780.68,39,8,21,10.0,1,0.3751,10,0,Store,West,3430.08,0
210,Kelly,Branch,Barton Group,Port Beckymouth,Montserrat,41,78186.6,86,6,30,141.68,4,0.1149,8,1,Store,West,4855.67,0
211,Chelsey,Larson,Walls Inc,New Yolanda,South Africa,32,33378.73,49,6,24,617.81,1,0.4366,7,1,Online,North,4257.33,0
212,Rick,Marquez,Woods-Warner,New Taylorburgh,Bahrain,49,67318.71,17,1,23,67.13,3,0.4531,7,0,Phone,East,1749.47,0
213,Tricia,Mckee,Macdonald Ltd,Port Kimberly,Turkmenistan,49,66862.03,98,4,17,209.66,0,0.4108,11,0,Store,South,3346.04,0
214,Rebecca,Blake,Young-Sawyer,East Casey,Somalia,41,48809.07,70,5,21,103.98,1,0.2137,8,0,Online,East,3522.54,0
215,Dan,Mcmillan,Wise-Mckay,South Jeremy,Uzbekistan,58,61522.66,70,12,15,20.51,1,0.5206,7,1,Online,West,4966.88,0
216,Sabrina,Hill,Park-Kaufman,Daveborough,Ireland,69,29977.73,98,11,18,130.93,3,0.1083,9,1,Store,East,5037.12,1
217,Victoria,Walter,"Kline, Cobb and Gregory",Francisside,Malaysia,66,73480.54,65,3,25,53.47,1,0.4984,3,0,Online,East,2230.26,0
218,Jorge,Hendrix,"Delacruz, James and Calhoun",Jerrychester,South Africa,66,51301.96,74,13,17,10.0,1,0.0463,9,1,Store,South,5039.82,0
219,Jodi,Fox,"Walton, Davenport and Charles",Wallacestad,Eritrea,69,44545.54,85,9,20,151.15,2,0.5355,9,0,Online,South,3921.46,0
220,Sara,Vargas,Maynard LLC,Patelhaven,Senegal,29,75980.18,5,1,28,293.78,2,0.0702,8,1,Store,North,2360.98,0
221,Cynthia,Johns,Burns-Jimenez,South Shelley,Egypt,56,40913.13,2,6,29,63.42,1,0.1326,8,0,Store,West,2456.84,0
222,Jordan,Hanna,"Nguyen, Ruiz and Finley",Santosport,Heard Island and McDonald Islands,19,26830.77,22,6,22,74.22,3,0.2567,8,1,Store,North,3617.74,1
223,Maurice,Ramsey,"Everett, Humphrey and Zhang",Lake Dillonfort,Antarctica (the territory South of 60 deg S),20,23867.42,57,10,12,332.49,1,0.3611,11,0,Phone,South,4138.34,0
224,Catherine,Nicholson,Mckee PLC,North Tracey,Netherlands,66,67120.2,66,5,23,251.99,3,0.1682,10,1,Phone,North,4270.36,0
225,Sean,Todd,Rice-Wilkins,New Reginahaven,Bangladesh,54,29391.41,74,12,22,188.27,2,0.0778,8,0,Store,East,4748.63,0
226,Lacey,Bond,Dougherty-Day,Grantshire,Bangladesh,66,90095.88,98,5,19,42.91,1,0.0331,12,0,Online,East,3524.85,0
227,Katelyn,Wise,"Daugherty, Cooley and Joseph",New Alexa,Switzerland,34,15000.0,16,10,24,361.55,2,0.3254,10,1,Online,South,3825.9,1
228,Christine,Bowers,Davenport-Neal,Jacobmouth,Jamaica,66,88929.13,51,14,14,25.16,0,0.2546,13,1,Online,East,5326.23,0
229,Adam,Levy,Conrad Group,Bushview,Nepal,19,59220.35,39,13,20,147.83,2,0.7726,9,0,Online,West,4741.51,0
230,Hayley,Ellison,Tyler Inc,South Howard,Lao People's Democratic Republic,19,53065.74,86,5,19,10.0,4,0.1669,10,1,Phone,South,4055.03,0
231,Vernon,Warner,Monroe-Mccoy,Zoefurt,Japan,45,44101.62,76,6,22,154.81,1,0.4369,5,1,Phone,West,3863.58,0
232,Fernando,Townsend,Wyatt-Henry,Lake Joshuastad,Turkey,40,62982.72,88,8,16,48.68,1,0.1652,6,1,Online,South,4346.78,0
233,Walter,Parsons,Owen-Warren,East Alyssa,Mauritania,54,54247.31,40,2,23,89.59,2,0.1098,7,0,Online,South,2348.57,1
234,Brady,Hill,"Hull, Knight and Kerr",Montoyaberg,Saint Kitts and Nevis,49,77066.04,38,6,21,63.53,2,0.163,6,0,Online,East,2571.95,1
235,Loretta,Rice,Jimenez-Medina,Port Danburgh,Moldova,50,57284.55,60,1,28,28.45,2,0.5077,7,1,Online,South,3623.26,0
236,Hannah,Beck,"Gay, Ward and Villegas",Port Carlos,Mauritania,18,58006.04,59,4,20,145.92,3,0.1547,10,0,Online,South,2570.24,0
237,Jocelyn,Stephens,Macias-Burns,Kelleyview,Algeria,36,47727.76,10,14,22,320.53,2,0.3747,8,1,Store,North,4715.72,0
238,Benjamin,Chan,"Huerta, Potts and Crosby",East Emma,Finland,19,53861.09,99,10,20,479.44,0,0.2538,8,1,Store,East,4998.58,0
239,Caroline,Clarke,Reed-Tucker,North Sydney,San Marino,61,61156.04,64,3,18,32.04,0,0.0973,6,0,Phone,West,2608.03,1
240,Cameron,Forbes,Cervantes-Hendrix,Rhodesside,Rwanda,43,20796.63,63,9,18,189.54,0,0.1841,5,0,Online,South,3784.46,0
241,Wyatt,Mclean,"Flowers, Kline and Bass",Spencerchester,Dominican Republic,49,28036.29,49,3,30,163.75,3,0.0906,6,1,Online,West,3844.16,0
242,Kendra,Waters,Gates Inc,Warnerport,Nicaragua,23,69865.28,64,6,16,63.1,2,0.0937,5,0,Phone,North,2935.81,0
243,Tom,Bradley,Stone Ltd,Lonnieburgh,Trinidad and Tobago,49,58417.31,32,1,17,10.0,2,0.0811,8,1,Online,South,1887.66,1
244,Adrian,Frazier,Franco Group,Seanport,Ecuador,21,51320.33,7,12,18,175.58,1,0.2894,5,1,Online,West,4223.48,0
245,Beverly,Kirby,"Ruiz, Chase and Villa",Elijahchester,Bangladesh,28,55368.68,21,6,20,436.42,1,0.4925,4,0,Online,East,2407.61,0
246,Priscilla,Stuart,Peck-Werner,East Max,Liechtenstein,34,61951.63,20,4,16,150.0,2,0.115,5,0,Store,North,2605.3,0
247,Roberto,Hogan,Massey-Hoffman,East Javierfort,Aruba,55,44204.81,26,8,23,85.72,1,0.3663,8,1,Store,North,3444.7,0
248,Victor,Rogers,Walls-Randall,Gabriellafort,Kiribati,41,39433.91,68,13,16,111.71,3,0.0817,6,1,Phone,West,5672.77,0
249,Alisha,Gallegos,Montoya-Mccarthy,Lake Christianton,Singapore,22,58916.91,86,11,15,33.4,3,0.2334,8,0,Online,South,4205.86,0
250,Stefanie,Fuller,Keith-Wyatt,Mcleanshire,Ukraine,69,35432.54,15,9,25,208.27,2,0.3036,9,0,Store,South,3119.85,0
251,Jackson,Grimes,Chan-Mcknight,Gayfurt,Kuwait,51,63165.06,85,4,27,205.81,1,0.4936,13,1,Store,East,4454.07,0
252,Miranda,Robles,Maynard-Ramos,Lake Kevin,Andorra,23,20948.33,79,10,19,23.59,3,0.1429,9,1,Online,East,4874.37,1
253,Gilbert,Bowers,"Russell, Ashley and French",Wyattborough,Bahamas,39,75583.11,86,12,18,315.53,4,0.3374,7,1,Phone,South,5734.1,0
254,Jon,Gay,"Frey, Howard and Burns",Lake Mike,Kenya,28,64451.95,92,10,14,47.04,2,0.254,7,1,Store,North,4841.16,0
255,Julia,Davila,Montoya Group,Port Caleb,Aruba,65,60120.59,14,6,22,604.76,2,0.1852,8,1,Phone,East,4346.09,1
256,Aaron,Potts,Berg-Cannon,Kathrynville,Bulgaria,33,74653.82,27,1,26,72.41,0,0.0317,6,1,Phone,East,2282.04,0
257,Rachael,Jimenez,"Burnett, Vang and Delgado",Alextown,Bermuda,50,88309.49,40,4,21,29.38,1,0.0995,7,1,Online,North,3646.91,0
258,Lucas,Macdonald,Navarro-Patterson,West Baileystad,Benin,26,75287.4,58,7,15,65.01,1,0.127,13,0,Store,South,2815.2,1
259,Kristopher,Sanders,Lamb-Oconnell,North Judyville,Comoros,23,18182.52,28,12,23,87.02,0,0.0627,9,1,Online,West,5089.73,0
260,Alexandria,Hutchinson,Fry Ltd,East Jake,Azerbaijan,33,29408.46,26,1,19,10.77,0,0.318,6,1,Store,East,2242.62,0
261,Natasha,Schmitt,Russo PLC,New Tammy,Iceland,46,42503.63,63,8,10,129.49,0,0.1441,12,0,Store,North,3743.91,0
262,Jose,Acosta,"Schmitt, Wyatt and Rice",East Gailhaven,Saint Lucia,20,55521.82,66,12,21,136.56,0,0.1292,11,0,Store,East,4983.45,0
263,Cassidy,Dominguez,Dixon-Winters,South Annetteville,Bouvet Island (Bouvetoya),37,65353.18,25,10,20,201.45,2,0.1275,9,1,Online,North,3579.84,0
264,Debbie,Savage,Carey Inc,Port Franklin,Cape Verde,53,40485.12,3,12,30,10.0,2,0.0425,9,1,Store,East,4473.06,1
265,Felicia,Burnett,Ortega and Sons,Lake Joyce,Saint Helena,36,58735.34,72,11,17,116.88,0,0.3077,8,1,Online,South,4523.75,0
266,Hayley,Gutierrez,Bridges-Keller,Alexandriamouth,Turkey,43,39892.34,44,6,14,10.0,6,0.4748,3,1,Online,North,3635.81,0
267,Melinda,Parrish,Carpenter PLC,East Wendy,Cook Islands,20,42769.64,97,5,19,181.17,2,0.7652,9,0,Store,West,3918.42,0
268,Jeremy,Keith,"Petersen, Rivas and Mayo",Bethanystad,Morocco,36,26866.78,42,10,22,10.0,0,0.1392,7,1,Online,West,4364.03,0
269,James,Washington,"Fuentes, Park and Poole",East Darin,Tokelau,37,36535.34,99,11,24,364.1,3,0.3733,6,0,Online,East,5162.14,0
270,Karen,Leblanc,Farley Inc,Deanberg,Denmark,49,27966.31,6,14,27,181.64,3,0.1671,9,0,Online,West,4596.27,1
271,Ivan,Malone,Coffey Ltd,South Soniabury,Moldova,24,35482.53,39,9,24,106.21,1,0.3872,6,0,Online,East,3488.97,0
272,Jesus,Cox,Rush-Melton,Deniseburgh,Tokelau,69,76072.84,52,2,17,87.38,1,0.2076,9,1,Online,North,2912.52,0
273,Michelle,Lowery,"Warren, Randall and Durham",Parksfurt,Australia,58,36012.02,23,5,25,21.01,1,0.2442,7,0,Store,North,2682.86,0
274,Paul,Meyers,"Pham, Cabrera and Long",Port Mercedesberg,Panama,50,107647.64,89,6,25,51.58,1,0.2449,8,0,Store,West,3904.17,0
275,Eileen,Graves,Maxwell-Murillo,Antonioside,Saint Pierre and Miquelon,57,64866.36,50,7,15,304.84,0,0.2722,8,0,Online,West,3547.11,0
276,Christian,Jennings,"Lawrence, Mooney and Washington",West Kathryn,Iceland,56,58696.72,43,5,22,352.22,2,0.4735,12,0,Online,South,3768.61,0
277,Don,Hendrix,"Blevins, David and Henderson",Wallaceville,Belgium,35,37832.84,19,9,24,10.0,0,0.143,12,1,Online,North,3478.0,0
278,Dominique,Summers,"Estes, Durham and Burgess",Rickyside,Maldives,57,69006.2,69,1,16,135.26,3,0.2456,6,1,Store,West,3133.64,1
279,Wayne,Anderson,Manning-Pruitt,Haroldhaven,Samoa,18,43487.24,51,7,22,190.57,2,0.1375,11,1,Online,West,3805.71,0
280,Chloe,Franklin,"Mclean, Robles and Orr",South Craig,Comoros,28,57440.2,11,10,26,144.64,2,0.2249,12,1,Online,West,4428.24,1
281,Carolyn,Hendrix,Jimenez Inc,West Ricky,Anguilla,45,106201.69,12,7,28,12.78,3,0.2549,14,1,Online,East,3623.68,0
282,Isaiah,Buckley,Davies-Hardy,Youngfurt,China,42,53078.8,74,4,16,36.83,0,0.0714,6,1,Online,South,3308.79,0
283,Gina,Townsend,Jacobs Inc,Tommyshire,Solomon Islands,67,77985.47,8,9,22,43.22,2,0.6641,9,1,Store,North,3728.29,0
284,Stefanie,Grant,"Rojas, Gamble and Jensen",New Derrick,Burkina Faso,40,40936.47,24,14,25,267.32,0,0.3002,5,0,Online,West,5155.07,0
285,Cole,Combs,Rocha-Dawson,Port Gregoryfurt,Guinea-Bissau,48,54300.23,92,12,17,93.32,0,0.2285,10,0,Online,West,4839.94,0
286,Suzanne,Pope,Haley-Coleman,East Renee,Slovenia,47,90416.01,41,11,23,100.07,3,0.3649,9,0,Online,West,4214.55,0
287,Gabriel,Green,Branch-Barry,Toddside,Central African Republic,59,42460.66,36,5,20,409.76,1,0.3123,6,0,Phone,East,2970.32,1
288,Jeanne,Atkinson,"Swanson, Landry and Jackson",Alexfort,Guadeloupe,52,91248.97,85,4,30,152.04,2,0.1631,5,0,Store,North,4539.2,0
289,Lindsay,Ferguson,Randall-Franco,North Karihaven,Montserrat,24,69155.04,72,13,17,343.4,1,0.477,8,1,Online,West,5680.21,0
290,Ronald,Byrd,"Ramos, Hoover and Saunders",West Dan,Tonga,33,43750.66,55,7,23,91.46,0,0.499,7,1,Online,West,3896.29,0
291,Marco,Holden,"Fleming, Parrish and Andersen",Port Beth,Palau,43,67648.15,9,4,29,24.28,3,0.152,5,0,Phone,East,3056.81,1
292,Isabel,English,Leblanc PLC,Anthonyport,Monaco,65,74451.09,47,3,17,398.75,1,0.1034,7,0,Online,East,2751.52,0
293,Nichole,Green,Chambers LLC,New Thomasbury,Tokelau,69,67436.2,15,9,21,92.07,0,0.2168,9,1,Phone,South,3592.1,0
294,Joann,Gonzales,"Bray, May and Riggs",North Tracieview,Eritrea,66,23595.51,48,11,23,30.07,1,0.262,7,0,Online,South,4282.95,1
295,Francis,Miller,Harrell-Pacheco,Lake Yvetteberg,Dominica,19,40457.26,82,8,11,54.02,1,0.364,8,0,Online,North,3499.54,0
296,Stuart,Valdez,"Dickson, Wilcox and Hatfield",East Glenn,Bhutan,18,50049.63,42,1,20,10.0,2,0.0528,12,1,Store,South,1473.48,0
297,Tricia,Berg,Le-Banks,Port Gavin,Iceland,65,53511.33,60,7,33,94.75,1,0.497,10,1,Store,North,4785.56,0
298,Roger,Bauer,Braun-Morton,South Herbertmouth,Kyrgyz Republic,29,67413.44,84,9,24,287.73,1,0.4315,9,1,Phone,South,4869.81,0
299,Tanner,Hernandez,Mooney Inc,Adamston,Bouvet Island (Bouvetoya),22,58554.02,70,8,21,406.76,1,0.1678,6,1,Store,West,4319.27,0
300,Ellen,Cisneros,Larsen Ltd,Popeland,Belize,54,28293.11,12,8,17,404.57,2,0.4057,7,1,Online,South,2955.61,0
301,Latasha,Hancock,Massey-Myers,West Leroyview,Bangladesh,49,62603.96,2,13,22,20.07,2,0.5953,11,0,Store,West,3972.33,0
302,Jenna,Lamb,Mosley LLC,Toddborough,Ecuador,26,67211.71,7,6,28,72.2,1,0.244,8,0,Store,North,2920.14,0
303,Francis,Ball,"Schaefer, Bowers and Li",Port Michaelafort,Equatorial Guinea,58,66195.81,80,11,17,10.0,1,0.4475,2,0,Store,South,4741.31,0
304,Jade,Archer,"Fischer, Vang and Skinner",Berrymouth,Romania,52,76615.61,3,4,24,289.82,1,0.4768,6,0,Online,South,2267.46,0
305,Zachary,Parker,Ewing and Sons,Port Glennborough,Burkina Faso,36,71678.44,3,8,18,66.65,3,0.0997,12,1,Online,South,3168.96,0
306,Karen,Kent,Dickerson Inc,Hofurt,Luxembourg,65,64183.6,27,3,26,149.59,3,0.2042,9,1,Online,West,3711.09,1
307,Joshua,Dalton,Cross PLC,Lake Troyville,Nepal,33,53596.69,40,13,20,188.24,1,0.3638,6,1,Store,West,4418.91,0
308,Kiara,Ashley,Watson-Delgado,Francohaven,Nigeria,20,21780.78,33,9,18,84.28,2,0.3092,12,1,Online,South,4192.54,0
309,Doris,Greene,"Jacobs, Velazquez and Estrada",Lake Omar,Libyan Arab Jamahiriya,37,63592.36,92,13,14,54.89,0,0.374,6,1,Online,North,5180.75,0
310,Helen,Kaiser,Petty-Joseph,New Katrinaview,Heard Island and McDonald Islands,41,59153.75,1,2,20,491.37,3,0.1436,9,1,Store,West,3419.98,0
311,Ariel,Francis,"Flores, Peters and Leon",Meyerfurt,Switzerland,50,60431.58,8,2,28,500.68,0,0.7948,6,0,Online,East,2718.49,0
312,Heidi,Singleton,"Glenn, Peck and Ashley",East Alberthaven,France,41,29465.03,32,12,17,51.25,0,0.6243,4,1,Store,North,4171.0,0
313,Guy,Keller,Callahan-Walters,Lake Morgan,San Marino,69,33378.87,48,13,25,97.98,1,0.3599,9,1,Phone,North,4830.39,1
314,Meghan,Moses,Henry LLC,Bernardmouth,Holy See (Vatican City State),28,76063.06,4,12,20,540.92,1,0.38,6,0,Online,North,4243.7,1
315,Jodi,Moran,Ashley-Johns,North Lacey,Solomon Islands,66,54208.9,94,7,22,10.0,2,0.6771,4,1,Online,West,4007.68,0
316,Heather,York,Morrison Ltd,Alexville,Senegal,25,68630.01,70,12,28,79.83,2,0.4643,14,1,Online,South,5826.31,0
317,Gail,Salazar,Barnett Group,North Isaacport,Saudi Arabia,53,55566.37,19,10,27,15.88,0,0.0421,4,0,Store,South,3396.28,0
318,Tammy,Cantu,Estes-Evans,North Chelseyland,Senegal,55,55595.12,32,4,26,106.74,0,0.0882,8,1,Store,East,3041.22,0
319,Olivia,Mcgrath,Duran PLC,East Chelseyfurt,Vietnam,57,73765.68,9,10,24,10.0,1,0.2931,8,0,Online,South,2723.51,0
320,Michele,Case,Mathis-Young,South Roberta,Equatorial Guinea,37,44679.11,12,8,17,78.36,1,0.2551,8,1,Online,East,3365.77,0
321,Matthew,Brock,"Gregory, Harrison and Roman",Elizabethburgh,Bhutan,52,56922.42,11,9,20,37.4,2,0.4321,9,0,Store,East,3249.5,0
322,Jenna,Henry,Clements-Roberts,Tommyshire,Jamaica,65,45754.49,46,7,19,114.31,0,0.525,11,0,Online,South,3277.22,0
323,Kristina,Hunter,Fry-Melendez,East Isaac,Ecuador,42,46310.08,16,5,20,827.98,0,0.2205,7,0,Store,East,2524.62,0
324,Shirley,Bowman,Roman LLC,East Dianeport,Reunion,52,48816.56,1,8,20,241.82,2,0.071,16,1,Store,North,3885.3,1
325,Allison,Walter,"Frost, Herring and Maxwell",Prestonchester,Sierra Leone,42,59442.68,63,4,18,280.27,1,0.0943,12,1,Store,North,3498.93,1
326,Frances,Beltran,"Hunt, Howard and Black",Lake Lindseyberg,Swaziland,46,45425.03,21,2,20,151.29,2,0.3699,4,1,Phone,North,2315.77,0
327,Bailey,Waters,Fox-Frey,South Gary,Swaziland,35,80115.12,30,11,28,10.0,0,0.4226,9,1,Online,West,5039.31,0
328,Jeanne,Horn,Cisneros and Sons,Lake Billy,New Caledonia,63,37107.85,13,12,15,34.75,2,0.2917,10,1,Online,East,3852.03,0
329,Jermaine,Hodges,Fields-Frederick,Lake Marilynhaven,Cayman Islands,35,51262.57,34,6,20,388.67,0,0.4411,11,0,Store,East,3307.09,0
330,Jeremy,Clayton,"Contreras, Hester and Baird",North Renee,Lithuania,19,46205.38,4,9,24,68.38,3,0.4639,9,1,Online,North,3519.24,1
331,Tracey,Hardy,Valentine-Murillo,Blanchardfurt,Libyan Arab Jamahiriya,52,83939.56,28,1,19,16.41,1,0.4661,6,0,Store,West,2079.79,1
332,Leslie,Mcmahon,Adkins and Sons,East Dominique,Brazil,33,58931.1,95,11,11,181.8,0,0.3203,10,1,Phone,South,5234.38,0
333,Peter,Moore,Costa and Sons,West Debrahaven,Palau,58,75636.89,59,10,19,53.39,5,0.1451,12,0,Phone,North,3968.67,1
334,Ian,Krueger,Cobb and Sons,West Melvin,Puerto Rico,53,25288.79,27,12,17,46.97,2,0.1361,7,0,Store,West,3814.12,0
335,Crystal,Choi,Mendoza-Franklin,South Monica,British Virgin Islands,50,60341.01,69,7,31,930.51,1,0.0892,7,1,Phone,South,5402.99,0
336,Lydia,Peterson,"Downs, Bentley and Gallagher",Port Christiemouth,Singapore,21,72792.62,25,10,18,292.94,3,0.3256,7,0,Online,West,3690.2,1
337,Douglas,Waters,"Lambert, Irwin and Jackson",Natalieton,Czech Republic,50,56645.68,3,9,18,78.62,0,0.5226,6,1,Online,South,3121.44,0
338,Tonya,Bond,Gill-Herman,North Joshua,Luxembourg,31,76309.61,97,10,29,588.78,3,0.2424,13,1,Online,East,5790.75,0
339,Caleb,Henson,Hahn Group,Andradeberg,Bangladesh,38,44654.23,68,9,20,157.52,3,0.5106,9,0,Online,East,3964.4,0
340,Tristan,Lynch,Forbes-Collier,South Spencer,Belarus,65,83186.95,25,10,18,203.23,5,0.1178,8,1,Online,West,4207.79,1
341,Tami,Mendoza,Calhoun Ltd,East Savannah,Cape Verde,37,100977.96,20,11,24,10.0,1,0.2343,5,1,Phone,West,4245.86,0
342,Leslie,Howe,Johnston PLC,New Cody,Liechtenstein,25,47743.23,34,13,22,19.45,1,0.3098,5,0,Store,South,4373.12,1
343,Luke,Perez,Lozano LLC,Phillipchester,Thailand,24,46089.95,26,3,12,150.39,3,0.4277,12,1,Store,West,1661.78,0
344,Gina,Rowe,Hebert Inc,Jocelynmouth,Central African Republic,20,84067.69,5,11,22,343.93,1,0.2452,9,0,Online,West,3903.22,0
345,Darius,Riggs,Best Ltd,North Philip,Moldova,34,86591.44,99,13,15,146.62,0,0.5557,14,0,Online,South,5235.2,0
346,Hailey,Hart,"Lozano, Everett and Vargas",Chungbury,Venezuela,50,44542.8,61,5,16,21.58,0,0.5337,14,0,Phone,South,3111.51,0
347,Larry,Paul,Gilbert Inc,Lukeside,Cayman Islands,65,46596.26,92,8,20,18.45,1,0.2695,9,1,Store,East,5061.35,0
348,Krystal,Woods,Stewart-Krueger,Crystalburgh,Taiwan,29,49364.31,93,8,17,278.86,1,0.3522,4,1,Store,North,4921.5,0
349,Tabitha,Reilly,Kerr Inc,Taylorshire,San Marino,68,28110.99,9,4,18,22.5,7,0.2081,12,0,Phone,West,2476.56,1
350,Roberta,Quinn,Oneal Group,North Phillip,Egypt,39,36626.96,50,12,14,110.17,1,0.2384,7,0,Store,South,4039.23,0
351,Reginald,Pitts,Perry Inc,Clarenceton,Samoa,39,34917.18,6,11,18,10.0,4,0.3622,8,1,Store,East,3816.64,1
352,Jesus,Rogers,Shields PLC,Jarviston,Afghanistan,63,39644.05,83,11,19,12.62,2,0.1672,13,1,Online,North,5266.03,0
353,Roberto,Roy,"Gonzales, Cochran and Madden",South Dustin,Lithuania,47,54306.3,60,1,24,167.37,1,0.1836,11,1,Online,West,3064.76,0
354,Jillian,Mccullough,Melton and Sons,New Gerald,Martinique,55,59684.29,44,1,24,175.28,1,0.1806,6,0,Store,East,2280.0,0
355,Alan,Valenzuela,Avila-Melendez,Birdtown,United States Minor Outlying Islands,55,86010.01,11,4,17,62.66,2,0.0865,7,0,Online,North,2535.42,0
356,Kristy,Dixon,Norris-Day,Ebonymouth,Holy See (Vatican City State),62,35032.92,66,6,18,36.43,1,0.489,6,1,Store,West,3941.35,0
357,Henry,Holland,Eaton-Burnett,North Julian,Gabon,68,74686.45,47,8,22,252.07,3,0.1027,9,0,Online,East,4028.64,0
358,Diana,Cox,Lin-Fowler,Tanyastad,Macedonia,25,50720.22,73,6,19,36.71,3,0.4997,1,0,Online,West,3167.25,0
359,Sara,Middleton,Maxwell-Kennedy,East Ray,Nicaragua,44,54010.73,85,12,15,117.14,6,0.552,11,1,Online,North,5463.86,0
360,Jade,Jimenez,Mosley-Knox,Wolfeborough,Dominica,44,68496.39,88,9,26,517.29,2,0.6259,10,1,Online,South,5564.01,0
361,Carmen,Mcclain,Curtis-Lyons,Harryfort,Nauru,51,32545.56,98,9,19,24.0,2,0.2195,7,1,Phone,East,4539.94,0
362,Wanda,Sanchez,"Raymond, Contreras and Wall",Tuckerfurt,Montenegro,38,62648.19,86,14,19,424.22,2,0.339,9,0,Online,North,5776.4,0
363,Valerie,Wilcox,Dennis PLC,Coreychester,Tuvalu,47,58329.04,3,2,18,30.3,0,0.0667,7,1,Store,West,1684.51,0
